[GIN] 2022/11/18 - 11:12:14 | 200 |         1m35s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:14 | 200 |         1m40s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:14 | 200 |         1m35s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:05 | 200 |   51.996024ms |       127.0.0.1 | POST     "/login"
[GIN] 2022/11/18 - 11:22:05 | 200 |    2.440146ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:22:05 | 200 |    1.615071ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:22:15 | 200 | 10.003338721s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:15 | 200 | 10.002347483s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:16 | 200 |         10m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:16 | 200 |        10m10s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:16 | 200 |        10m10s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:16 | 200 |         10m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:16 | 200 |        10m10s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:16 | 200 |        10m10s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:16 | 200 |    6.305109ms |       127.0.0.1 | GET      "/users?search=ajna"
[GIN] 2022/11/18 - 11:22:17 | 200 |        10m10s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:17 | 200 |        10m10s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:17 | 200 |        10m10s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:17 | 200 |        10m10s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:20 | 200 | 10.002276595s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:20 | 200 | 10.002977546s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:20 | 200 | 10.002860765s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:20 | 200 | 10.002065888s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:22:47 | 200 |    4.114769ms |       127.0.0.1 | GET      "/users?search="
[GIN] 2022/11/18 - 11:24:33 | 200 |    2.640594ms |       127.0.0.1 | GET      "/user/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:24:33 | 200 |     430.838µs |       127.0.0.1 | GET      "/user/blocked-users"
[GIN] 2022/11/18 - 11:24:33 | 200 |    1.211982ms |       127.0.0.1 | GET      "/user/df305835-626c-428d-b712-c9375268c0a5/posts"
